40		
7626	2294	650
3506	5952	7240
4035	2703	5287
6663	2267	3666
2367	6091	5106
4837	3480	6869
1827	5987	5366
6192	5479	5142
4916	7421	998
5525	7205	7541
6404	4749	6404
7715	4162	2964
7349	7669	4699
6534	3841	3360
949	1009	5691
4511	7540	7413
5645	6652	5284
4947	6052	5058
976	2986	4891
3737	6903	2529
4953	564	2129
3212	2511	5661
1077	5518	4692
5328	1188	6136
1955	1783	2357
2887	1722	6391
4501	5741	6385
7904	5922	3731
4143	4867	820
7445	3065	2255
671	4295	4581
3798	622	6074
6946	4714	7759
2092	5028	5200
3342	5962	6231
757	5012	7477
6448	7667	5661
6192	1153	2377
521	4227	4196
2745	6453	6398
