10000	
2330	9710
8640	1860
2547	2941
3136	8
4898	9195
7363	6957
6416	3634
3620	6607
6846	4326
3086	3803
3387	5048
4964	9039
5852	3652
5596	4760
8266	732
4451	6034
2275	4952
7770	2294
6441	5475
3795	3956
635	3980
4140	7104
4255	7997
7672	34
5567	8990
1086	7806
7022	2575
2043	5850
9319	9083
1297	1852
1353	8283
344	5095
3350	46
1801	9618
9058	2081
6272	4319
4039	792
6779	6078
875	170
264	6876
4197	3557
3134	8185
7732	6639
3501	2807
8357	9104
6182	7540
2956	1796
402	839
7997	4251
6300	4941
8607	8492
7514	9492
3856	5262
2236	6096
233	4587
6934	1590
1409	5153
4721	4877
1340	7711
470	9399
7053	5413
6397	9096
6723	6264
2056	1869
307	8779
6516	5513
9443	6262
6036	6176
3974	8823
518	3631
913	7708
944	6074
520	3727
7946	4356
7554	3027
1384	4751
2219	5522
51	5005
8759	8652
591	8953
8043	7623
6686	1184
8462	2452
2463	1900
2828	2655
6370	4492
2087	3082
8817	4976
1526	10
97	3352
4855	8677
5817	9069
8987	7434
1463	5892
5194	9872
8343	7491
2671	7451
9963	407
456	8861
6340	9654
9829	8652
4534	4100
7100	6342
2063	5726
1802	6227
2513	4271
1324	3592
8141	3112
1478	110
4550	4064
106	6051
5907	4458
2220	4901
1984	5490
8478	823
8700	3410
1886	4705
3082	2285
2035	8413
1188	721
3951	3746
2828	4664
1477	7872
8079	9698
5976	2433
8159	5414
5323	5546
1448	3493
7038	5472
4047	5411
5476	3240
8636	2463
1790	3405
6192	5559
1352	4748
2036	2110
3268	6426
4151	1981
4470	9697
7414	793
6480	9837
4248	9011
1514	1425
4300	155
4197	7904
1827	8130
984	3580
7744	3912
6053	7577
2851	2922
5932	4043
3230	5381
8515	804
5167	767
7412	9440
9967	55
7356	4318
1364	3802
9656	1006
8573	4890
9954	5679
7629	2160
4926	9934
2117	5406
938	4973
793	359
2418	9476
419	8985
3111	6598
4258	7299
1787	7173
4152	1279
9286	3670
925	5779
1456	2180
4512	6461
9873	5926
3751	4550
6525	5802
58	9195
9754	2487
7978	6124
7394	5300
4291	8777
6006	7970
9636	5832
2552	3568
9447	7345
7449	2875
3214	7164
7576	3213
9831	5630
2584	3237
7578	1886
1110	5401
656	5361
2349	8832
36	4696
8996	915
9672	2377
6974	5185
4426	4144
7225	3737
8359	1740
8425	9693
3157	6845
2923	5890
7038	5246
1567	4411
4528	7344
9809	9148
2901	2667
5423	843
637	4361
3831	3159
2098	7364
2651	2229
1107	6398
2642	9853
2450	8916
1407	5884
7533	1600
3612	6957
229	7060
4421	690
4645	697
1623	1345
3890	2082
8285	6978
759	1915
1953	3111
2953	8537
3348	9014
3389	4414
8522	5155
3382	7775
5106	4443
9419	5395
1108	6190
6258	5154
425	9102
2862	4361
8529	7284
7780	9119
4317	8600
237	2766
2832	701
7541	8794
1865	2731
4257	4826
1689	4423
9572	8631
4536	4807
6921	8865
9519	9338
9150	7678
1940	2134
8728	5598
8618	5788
2893	4915
3772	9917
7951	229
1757	1827
9240	4024
2967	3304
7947	8613
2948	238
6770	2584
1449	479
3736	2966
3674	1236
1250	645
3624	6148
7523	2414
8784	1464
5070	7161
171	5812
6634	6565
5787	9850
5721	1234
3586	8652
7081	3592
6432	727
9133	4942
2622	5121
5826	8902
4937	4021
700	8310
1231	2083
2363	9554
3697	2937
6891	3026
7220	7312
4123	4886
512	7706
2532	3685
6071	6193
1878	2200
7362	3173
7706	5982
9806	4984
6307	868
5586	1227
5942	8057
6466	3590
6425	9028
2592	3841
3301	1274
8144	6298
6067	6933
8434	4088
7887	2439
8866	1202
7183	5320
8764	5379
5340	3190
9376	5039
2593	1112
3242	8199
7011	9098
4498	899
7670	1305
4941	2930
7108	5809
984	7209
1566	7958
8884	3040
6813	6205
4370	9541
9966	3936
7606	2462
9542	9328
1568	7851
7769	2774
6218	4114
6614	7841
3014	4038
2199	7815
2791	9583
2017	1598
6716	1861
3491	603
151	5926
7893	5256
4555	4826
5656	9479
6865	8158
2838	9574
5488	3592
599	5572
8131	282
9774	9307
6545	9879
395	6984
6796	1276
7092	8061
9353	2681
5926	6096
5505	4855
7282	6360
4785	104
1467	5999
9323	5803
9187	4381
6710	8016
3892	422
3212	5331
4808	9485
5081	4403
736	5628
6155	6081
8856	2031
3382	3787
7803	6871
1104	996
3047	3074
8424	7445
8896	480
6432	5677
1481	1768
6956	4337
636	8774
7818	9783
407	6803
6338	4194
3763	3502
4753	9099
3495	7887
5439	358
9486	3815
9281	9324
470	4755
2363	4583
9562	6514
4685	3142
8693	7244
1316	1159
2187	1304
1151	6977
6182	6490
7747	1471
9636	3300
8459	52
4930	8658
9996	2803
1643	4154
3059	4236
6487	6605
1520	6877
4097	7860
7518	3870
4168	9550
5599	1755
2871	8669
4201	6568
2695	3673
3954	2424
599	7484
5971	8274
8876	7695
2770	5609
7527	3002
5372	7285
828	2410
9002	2434
9958	8779
4103	9363
3033	8818
2953	8723
6188	1103
2195	4302
9494	6211
2766	8975
2010	7243
4261	3268
5433	8916
8118	4670
59	3824
2220	4246
5392	4882
6389	608
3705	6802
1213	4992
8869	5893
4098	3745
5693	9122
6412	9082
4864	2827
8426	9095
4076	1019
9031	7167
1541	7331
6091	1786
7675	797
6142	500
3737	2826
6407	217
9335	9363
7017	5127
8644	6813
6760	7225
8824	8095
1954	80
4144	9479
8806	2400
3947	5057
4945	1699
4059	6251
1056	9567
7793	7592
2873	8812
5539	7298
9435	3095
6306	3792
5886	7128
862	7030
6508	246
866	8402
5456	4461
986	2979
5098	6552
8879	932
540	1827
1851	8855
3313	1413
6724	6911
2070	3686
2955	6130
7881	9165
893	5867
9577	5866
7790	9045
7941	3467
123	1151
9066	8224
8575	3999
1226	7307
8658	4936
9602	3336
7437	417
2244	5849
6096	5374
8172	3834
947	5708
5333	1244
3653	7573
2941	7904
1192	4882
595	1646
2016	7078
7383	4981
5930	7314
2155	3286
7623	8430
5993	9459
7102	5155
6677	6595
4987	3850
2402	6605
6067	2294
783	4189
8470	7607
7272	9167
3216	5660
3929	5381
3151	9543
6262	5099
1277	2712
2681	3926
3781	7435
5749	2161
3309	293
6313	4583
8769	3831
4082	8586
6839	6701
9194	3982
2685	4679
634	7539
8273	9713
5766	3632
9590	2421
4441	1371
5726	4563
1586	1292
6361	7538
6824	3704
6494	1089
6161	7801
5919	2647
6676	587
4062	305
4867	3408
6391	9971
2065	4168
582	3733
9481	6022
1021	9799
8905	6893
2434	2379
616	8876
653	5093
6966	4542
746	7223
5917	6411
2265	8646
6954	4879
8532	9794
4484	7892
4485	7533
5511	529
9898	582
8460	2808
4769	3214
3915	5784
9066	6857
597	2189
8600	6988
7133	5085
8014	3297
8268	7614
9361	9382
4541	1661
1550	7924
5834	6537
4340	7660
4353	6373
6766	4906
9820	4240
7805	8439
2667	4077
886	232
7572	4092
2839	9474
6457	7680
7768	4914
1775	1488
8370	2997
4616	6914
8037	9729
502	8320
9988	2783
4946	3836
8199	4689
884	2532
1651	4352
4466	2709
7665	9161
6442	1815
1436	817
1689	8195
1976	2119
9467	2859
5594	1906
1696	31
1200	1838
3973	2453
9335	8651
2245	5227
9611	9127
3095	4793
1440	3463
4791	2111
6206	3204
3492	8834
517	8539
9138	8318
4916	5812
3101	7664
4278	9422
6436	9367
1290	5716
9753	3380
2051	5891
6142	7440
856	8945
1780	689
3468	6960
4120	7389
4591	843
7122	6120
4092	1862
4818	8414
4707	5193
6697	3561
8191	2083
6844	666
9831	4944
7538	5913
7752	7322
6461	2889
1572	8138
1581	3947
1501	4695
3851	9094
2484	8155
4448	5230
4013	3856
149	6755
5710	3737
5943	6006
4145	2155
2326	2879
5299	8419
8066	9810
1196	1907
5829	8167
5395	7898
6126	8700
8850	7739
7143	1371
7701	7340
4456	5214
5183	2073
5376	1538
2648	1118
2575	5173
8624	9994
4201	8438
604	1647
4664	5138
2610	4201
6583	5087
8626	2470
4775	3423
4773	6514
1679	1060
6620	1517
3777	1701
4979	8457
3689	6963
3070	5170
3497	9784
5499	4673
1589	1822
9835	9744
4840	2375
5560	5835
4379	470
8443	5017
4038	1983
1710	1837
4977	4196
5052	2548
3467	8757
3173	6316
7919	6420
3757	9258
273	862
6957	2129
2671	2447
9639	665
9673	4366
4486	8515
167	9829
3783	2142
1169	8655
2571	9126
8420	2333
5307	796
9149	1158
8493	7227
1147	2358
2600	6735
9440	1378
5905	5511
1497	6195
3183	1901
4377	6379
1137	8747
6484	5144
1074	479
1002	2461
7092	4446
1548	3426
5118	720
9499	5556
2584	4464
4750	1250
1027	3148
5757	5426
5654	2113
2917	5540
9425	9912
9811	2479
7698	7855
1232	6011
7022	1693
5657	8035
7387	9678
9451	9551
1818	3948
8723	8175
2357	1574
6663	8420
4382	5339
2368	4265
640	7763
5271	5052
7330	2296
108	8813
9404	4632
3627	9981
8830	6467
7234	8312
1951	463
2488	5643
467	5330
3531	8920
6379	7319
2420	5835
2048	1343
5106	5695
4279	8219
394	7529
6325	288
5453	3452
4631	5837
9207	3511
3066	4265
4920	8024
9934	8172
7709	6478
4630	8470
2555	1283
9864	7044
3621	8675
2199	3916
7718	7923
6872	6928
7999	9758
7831	6090
7196	4420
5923	9956
7460	1273
3608	6820
2631	8980
6481	8634
8240	3872
5588	9079
9689	7650
3972	6580
2664	675
8454	9388
6699	358
3160	6280
5779	1026
585	3287
7432	9771
7792	8053
2113	3375
7660	6162
4759	2245
465	3842
1692	8649
2802	6239
8569	1500
1172	8814
8445	4251
8751	7052
6432	5625
8973	1718
7090	5647
8898	3466
2055	5464
7562	865
4098	645
6769	6561
5960	1928
8075	8026
7318	5999
6802	5887
5670	4881
6923	1724
2114	9533
3939	6245
8232	4587
7029	8084
6923	3937
3598	8067
6406	3448
1902	8399
8694	1551
1383	9993
9572	7366
1532	4514
5544	1227
4061	3307
1291	9995
5059	7798
254	32
2299	5668
6986	9712
3946	5026
9134	5310
264	4996
8122	4310
3066	1740
7242	8971
1497	3294
4583	3784
1682	7142
6197	5669
5229	5640
1740	6259
5493	7917
3196	3494
9095	9824
6051	5004
7877	5356
4318	8207
5728	8992
7593	1577
7375	4097
4583	4827
4630	1773
8879	2893
9373	9567
808	2061
528	6476
2010	9098
5258	4429
6714	5511
579	1369
7337	5835
5059	4315
2486	6673
3220	1975
5381	9204
6372	603
3170	7961
7438	6581
495	2617
8024	9785
677	1820
6278	2256
5285	7151
9062	7030
4985	5817
6728	341
5689	8165
2892	8765
8564	5796
6228	2375
8322	5691
7413	7765
1061	183
5775	9907
8414	3092
1711	1638
7500	9546
4250	8707
163	6438
214	8792
9725	1445
8097	2407
3702	3910
376	3396
8724	2488
1349	4579
7972	5750
1129	5460
2429	3098
3775	723
320	7902
5377	6022
2082	8175
8051	6973
3957	9825
8164	1577
5782	8158
9437	222
7308	9981
8342	1238
203	1162
9177	1170
8588	8552
3108	8939
591	2669
4098	9861
5822	4632
8042	2807
2855	3124
2941	1982
9539	9020
9547	9594
9359	266
4474	5360
9858	8281
8362	5623
2126	2695
2676	400
1806	7109
6905	4378
4104	476
8158	1777
6152	6985
258	2163
9	3778
2130	338
2651	4634
9980	5304
2298	3484
3965	4979
5819	2833
3396	4950
3502	9633
6021	7822
5416	7412
7165	1993
3810	7326
674	3678
4009	8320
2539	2250
6338	7724
2715	8622
2374	2197
2381	2580
7104	474
7487	9101
2788	2668
8684	5415
4725	8462
5814	3416
6219	219
9319	5321
8891	3232
7932	661
2135	7039
2045	865
6941	872
9062	9639
5256	5215
9343	6806
5411	2967
4089	4633
8537	6653
6757	1081
8678	1734
403	7242
5166	5854
2870	6634
6689	2580
2357	5984
2401	9403
945	4647
4120	4024
2511	5464
6948	9930
6184	2339
1009	7663
398	8105
6880	5877
3427	1338
1131	4842
5468	5623
7206	8736
2668	9969
5614	5631
1671	7172
3350	8902
9319	5830
3643	8070
3242	2925
3094	5587
6291	5450
1469	427
2516	2985
6154	7735
2769	3727
307	212
5092	5591
3553	9561
1324	2768
6408	1549
6442	443
849	1265
561	1135
5653	498
5557	982
2807	9584
5722	6454
2471	4744
1769	9434
4136	6702
8476	6178
3764	2267
2524	7125
6320	6961
2700	994
5780	6479
651	8787
1493	3660
5272	8112
8218	9401
1908	5436
8430	4348
8487	2935
9625	3065
9861	8441
6746	1369
6955	4981
8115	4799
8370	7647
6084	9165
8028	6250
4733	829
5900	1083
5096	1111
5395	8102
5602	4279
1053	7969
9592	5958
4552	3421
6231	3040
6120	8352
4445	7692
1274	9890
1957	3354
3476	853
1788	666
5579	6201
8053	8237
3367	3651
279	7582
9589	1864
6483	4846
8266	9025
7817	4645
8449	7658
3238	2669
8297	5962
52	3558
4029	6735
9517	8510
9440	3576
3480	5074
6010	7712
6560	1289
5119	7980
2641	4635
6338	2452
2637	2382
7805	9527
230	4746
6135	7814
9961	9676
8669	4298
5204	1859
5212	1144
4479	7078
956	4938
568	4113
1072	9938
2756	8766
5528	5593
7134	5962
2395	3254
7548	5098
4678	6493
4056	4960
8809	984
8356	8062
8452	6551
3471	7959
3971	2241
507	2122
5305	6614
8560	8797
1696	2158
2911	8951
2264	7042
1502	1563
6027	3138
1521	6113
8865	7518
508	6616
7328	7351
3360	743
9902	6893
7089	8781
