50000		
8716	4347	1054
6114	8310	3152
6838	4172	8649
6915	4564	8248
5033	1180	5580
5616	3552	2407
7359	4797	8259
6203	2988	1762
5397	7445	2682
1262	5728	2130
4805	798	6208
3032	8466	2609
1347	2368	4955
1388	8957	8708
4438	3621	1029
8382	6050	4618
7508	6788	5783
7245	6746	6468
3245	1455	5490
7805	2826	7892
7751	5164	4562
5941	6236	4612
5525	5196	3541
5781	3435	8473
3293	8707	6133
5294	3670	5069
7271	5069	8839
2200	5905	6624
3863	6021	5938
3031	3159	5295
2515	4496	2751
2547	5626	3890
2909	8502	1158
5438	2417	3161
3880	7463	2671
1163	5029	4893
7935	3763	704
3175	4239	2773
2696	3603	4976
8430	8798	1875
3170	2370	8460
4140	1044	7476
1176	7431	6337
1900	6223	3520
4294	8776	4218
5525	8567	965
7650	4906	1770
1251	7213	8539
5585	1748	1954
3088	1018	1563
2495	3263	6717
1309	5424	3778
5631	4185	5088
6059	3626	4570
2998	4155	8263
2023	5314	2688
7180	2632	7108
5802	3562	768
5877	2408	7948
3045	2994	7351
2092	7093	1070
8963	3270	2018
5999	6065	8745
703	2440	2826
2575	7362	6934
5610	4702	6481
2088	7056	4213
8412	2220	8731
1407	8241	3586
702	5120	5019
5868	7039	7359
1294	2384	2979
4676	4241	5262
3566	8582	1043
8652	3682	7395
3625	3717	2073
8885	1374	7266
7967	8948	1490
3614	7564	7880
980	7932	4350
4010	1165	1982
4434	5638	7193
6043	4420	3924
4989	7227	8549
1537	1588	8635
8133	1192	8740
6578	6069	7474
5579	4230	8994
2267	5395	6229
1232	6912	8628
6092	5340	3449
2282	4142	8465
7379	6548	5785
5939	2564	8466
5275	4163	7639
3772	7442	8028
4679	8858	7705
4232	841	6315
6811	1994	8097
8444	1462	7154
7602	3161	5493
1304	2278	3164
7204	3602	7549
7303	7446	7056
8495	4802	2971
7092	7594	1494
5074	5749	8072
3371	3957	8822
3375	2345	4770
2898	5172	4283
7559	8778	8729
6909	5431	2835
7578	1926	6998
8029	886	2919
4988	8316	6641
2294	3668	2609
3990	5348	4949
2695	6531	1652
6249	3306	2720
6643	6116	8157
2214	4419	2008
6269	6033	3375
3688	5769	1857
8381	8670	1442
2902	3234	2816
4744	5067	3420
7299	725	3431
5856	8985	7941
3478	5735	3272
923	3053	4099
5914	4159	7101
6887	4886	5647
3153	4470	2281
2603	948	6968
7233	1764	7566
4177	3335	2913
4575	4494	6700
7733	4413	855
5885	962	1986
8838	3546	3895
8637	6065	5684
3858	5784	5894
2790	6103	1605
6486	7436	4633
8000	5822	5866
4899	5753	6195
1994	7942	6420
3921	4184	5198
7584	3817	1617
5898	6453	944
2343	8175	6069
1608	6231	1791
1188	3158	1242
2851	6969	2334
4381	6441	6227
6112	6997	7224
4441	1112	3846
4401	6958	3854
2032	1448	1030
4154	6661	8775
6404	2574	1266
2476	6318	6435
4875	3771	3680
8239	5959	2076
1709	7867	8097
4924	7287	2117
8190	6057	5770
1074	5141	2624
7044	2432	7100
3607	5050	2829
8963	7979	5267
8561	5230	4432
2066	949	2968
1815	3096	4947
6725	852	6623
8848	8445	5162
2348	5580	3179
8253	4289	8031
3744	1438	7016
1980	5902	4269
1421	3466	8899
8494	3429	3558
7850	5722	6780
6601	3996	4944
8590	3440	4372
8662	2625	8119
8988	2666	2262
1983	1888	1377
2994	8444	8003
738	7255	6733
1503	7650	3737
3845	5149	4556
6435	7948	4937
5532	2878	6121
6967	806	6807
6234	4089	7351
7192	2684	3080
5587	6980	3041
3460	6598	7889
6956	3621	4221
3582	1086	1672
7132	726	1582
1620	7002	2381
4431	1132	5747
4375	4055	4226
1797	8439	5393
3895	5502	8104
4258	8383	7434
2827	8863	5797
8428	3467	5660
3492	8222	8751
6073	2510	4885
8963	6566	5159
3554	7375	2873
5087	2115	4440
5780	4208	3512
8093	8278	4038
3403	4815	5164
3329	6144	4235
1803	1695	8885
971	7126	6981
5185	7681	5168
5194	7811	7149
1821	3266	2659
3659	7162	6579
2475	2828	3134
3237	4327	5090
7134	8114	7866
3128	7579	1158
6133	4774	4441
2501	6907	6076
4218	3066	6922
6205	7382	8540
3155	3014	5111
4015	2885	3106
2645	3415	6629
8455	3042	8771
4782	8788	2187
2811	8176	7547
7344	7680	7834
6272	7819	6738
8461	4206	2838
1138	8826	8963
4621	3878	8088
3184	715	4527
7049	7006	7034
6180	8576	7592
3652	8903	2628
8315	7303	4011
3597	2712	4239
710	2526	7802
5472	3353	6082
8685	899	1288
5005	3400	3688
7955	3337	713
2854	7324	3661
1788	874	7745
3712	5668	4058
2214	6237	1840
1848	4136	3889
1136	8724	4164
5875	838	6122
7223	2526	4653
4233	7544	6795
5331	2423	2987
8109	1897	8241
4141	5326	8754
8308	2717	6163
1258	3929	3336
6712	1124	8113
2880	4464	6193
4393	1041	5811
3425	4976	7123
1676	6107	2205
7758	5529	8249
4594	2925	1487
7057	6682	3712
6997	3397	3245
1553	4520	6647
3178	3070	5800
7108	2545	5274
4468	1227	8271
1763	4933	7618
5377	1272	2500
5125	3355	7981
5630	8653	8452
2945	6039	7364
5174	7867	5692
4475	7844	8949
1621	4801	7790
4267	5121	7572
5078	3593	1248
6388	8354	4716
6030	8819	3930
2987	8528	2944
8938	3391	5010
8200	3547	5178
3528	822	8725
1824	4547	2803
4403	4683	7498
5183	3156	5504
3237	1073	1059
4666	5238	5598
6098	4402	7080
1653	6225	5513
5432	7312	1934
1883	3591	4460
3451	6166	2045
5086	1111	1977
7007	5851	7497
3385	6458	8127
2545	5676	6044
1521	1378	4829
3059	8487	732
5658	3572	1016
1661	2878	2784
7787	5035	4627
7271	7220	3856
1537	3487	7463
991	5522	8480
7614	2529	6128
3346	8187	5900
6509	1312	5038
7254	4413	7314
5778	1843	4467
5561	2065	8122
6148	8390	5631
8801	5897	1208
5551	2060	4859
776	8270	2117
5337	1402	8864
2976	5570	8661
6696	3748	7049
2761	8970	5153
822	4712	1041
6425	8419	5102
3562	8123	5451
2031	6525	8622
6335	6286	2359
720	3929	7350
8761	7486	2094
5763	4195	4679
4669	7652	3838
8738	7123	2785
6195	3481	2334
8067	1470	5087
7224	3528	3484
1799	7790	6433
2794	8581	2849
2090	2389	4899
3291	1945	5447
7697	5283	4364
3503	7251	3349
2542	6020	8307
5600	6119	8317
7417	2981	5328
8156	1443	8165
4189	3654	4365
8748	4627	4202
7323	6362	5602
7802	3826	985
3078	7069	5565
1401	5382	5075
1498	2721	6857
7461	3950	6506
4811	5449	4485
8592	3037	7255
8676	7580	3132
5534	4497	5249
5788	5926	7050
6444	8172	7842
3912	4024	4361
6660	8877	2454
8160	7474	7553
4111	5455	8063
2625	5844	3324
1413	5089	3347
2482	2504	7864
1864	6026	8784
7796	2116	8241
2129	3724	5371
8428	1527	3774
5667	1968	2890
3148	8447	5497
4561	3079	6611
8571	1795	8884
6870	5939	6606
4294	2011	1405
6508	8499	1319
4027	725	3944
1441	7332	1250
3262	8602	3802
6123	7758	4259
7098	6835	3207
5678	8832	8989
8838	754	8770
7835	7367	3728
6956	8951	1672
3597	2253	5862
927	1224	5478
1664	8615	7932
5965	1229	5191
3310	3411	3169
8762	7192	3990
2919	2243	3514
6756	3795	4565
8083	8112	4031
3117	5234	4802
1759	5057	5770
6582	8602	6730
8435	5395	5091
8017	1506	7447
3181	2249	2721
3272	993	8540
7353	3155	8973
3229	6032	2896
2778	8389	3940
3469	3678	5791
5774	819	1409
2505	8635	4527
2705	1334	7542
4676	7657	7578
3843	5945	3250
4679	7698	4481
8352	3944	2860
1774	1267	4632
4724	1704	5028
6774	1271	4990
1100	3864	2551
5745	3411	2619
7912	5862	2570
774	7101	8901
7751	2820	4420
6305	3389	1278
4097	4360	3391
3302	6997	5753
7582	2446	1225
3279	7157	1666
1882	4038	4431
5918	3578	6082
8480	6389	5477
6570	5690	5058
8664	8027	7539
6840	3828	2506
2660	2314	4681
4489	7672	5859
4292	7261	3106
1185	6363	4341
8772	5021	8724
4618	5052	2198
7589	6166	5933
757	6774	4588
8200	4050	8244
8557	6267	4195
7488	5225	6092
834	8772	8794
5609	6119	1222
6477	7850	6664
1830	2772	2953
1303	6362	7245
1610	7591	6976
1443	4058	7614
4086	1095	7776
2829	2749	4095
5842	1504	5376
2762	2072	4221
5313	8581	5959
1222	3788	4019
4420	4757	3824
4808	3196	1539
5643	6346	3042
4135	4545	4578
5322	1609	7029
4463	6160	7211
7338	1055	5396
2702	8534	1825
5006	3769	8463
6360	6934	7206
5808	4620	7301
3628	2473	2279
8747	7694	1317
4947	1718	7958
6596	3518	8786
8888	6829	7359
3037	8902	1924
7777	5777	7358
3796	2591	7661
3351	4702	7873
3728	8855	8823
1725	6613	5827
4800	3409	1170
2228	6932	7247
4952	6242	2684
7504	5990	4165
1286	5286	1554
4743	2297	5409
4163	2938	3898
1499	3712	2490
6209	3702	3849
8363	2227	5658
988	8998	3757
3298	2058	6232
1029	1034	4040
5290	8499	6229
8330	4155	4526
4051	3260	7360
8039	4030	7337
3609	7913	1404
8437	1740	4338
8550	6409	7183
1869	1037	7980
4277	3700	6058
7598	3663	5159
1089	5907	2304
7159	5917	5208
822	5490	5298
4197	7527	3757
1436	1164	1985
2300	2739	1818
4496	3915	1878
5943	3161	5540
7811	6557	1794
4182	7690	1720
8872	2081	3159
1030	3622	2316
5562	1867	3737
2804	6741	5069
6137	8780	5118
6730	6398	2570
7589	8995	7531
3039	3536	8440
2626	8622	2010
8221	7130	8800
6034	7157	7753
6873	3658	6524
4103	781	8051
8422	1824	863
1547	8847	1414
5644	5136	3819
829	3037	7831
8862	8901	3860
3129	5451	8054
1160	2618	6612
3712	7494	4791
3664	7027	8324
5642	6621	7555
1357	7435	2833
2904	4165	2619
6410	2522	4905
6794	7275	3459
1172	5261	7715
1726	8062	4682
7405	3460	5120
8329	8136	8690
3903	5412	8621
1787	5465	6767
3472	8120	5199
6805	8129	8878
7264	1225	4878
4787	2313	2206
5138	3336	8779
4601	6692	2849
5891	6742	7734
5960	4096	2938
5498	8637	3679
8836	5149	813
2740	3866	2045
6201	1094	1707
6092	6178	5838
1137	2509	2236
1318	8019	3354
2740	5073	709
4118	5240	1008
8769	6352	5136
3424	1772	3434
3918	3904	1336
5814	5309	2935
7348	6023	1143
6403	1929	2613
4772	7349	4456
5108	6394	7557
1808	4661	5565
6858	8522	4979
3122	5781	6442
7764	2102	2111
2981	811	7099
6085	818	1395
4161	3982	5133
6363	6649	3139
6695	3576	3452
8269	1431	2554
7202	4352	3484
7627	5049	4892
5279	4174	2114
4786	2022	1692
1109	8263	4409
2101	7689	3366
6997	6343	7629
1291	5942	3274
1916	8273	5435
3054	6548	975
7580	7242	3580
4842	8618	4051
6285	1027	900
8370	1244	2781
8784	1746	4051
2210	2995	3771
6560	7501	882
7597	4532	5199
6208	1966	6111
8539	6132	2213
6710	4632	4728
3098	5214	6206
8552	8522	4373
5312	7838	6978
7368	3134	2845
6955	3472	8321
5934	8483	3775
6525	748	2075
5665	4707	4837
1105	4844	5373
4633	1303	5463
6310	8325	3628
3960	8468	2278
7317	6757	7683
1008	1583	4995
8608	7881	879
1964	5043	8878
7159	8716	4929
3700	5928	8892
3426	5286	3826
5148	4553	4818
8221	6141	7948
8389	5858	2799
3776	4783	7319
848	3855	7651
4280	8929	4854
5770	3008	1703
7613	4422	8782
4125	7843	5564
3836	3637	7219
6066	3931	1723
8191	2189	7906
5678	7937	3791
1735	6247	7293
2999	3059	5503
1456	6036	4083
8648	864	2547
3618	4936	2096
7831	4073	3364
5056	8553	1486
2842	2576	1814
6769	4578	5663
8891	3995	6735
7749	2786	2638
1272	8737	4300
4350	7571	7014
1811	7078	3436
3176	4844	6247
4997	8167	1561
3229	5931	6190
1159	2683	2089
2898	4393	5264
2645	1353	8438
8869	2031	5853
2109	6361	7439
8387	6941	8564
5143	7959	4420
8375	3801	4245
2777	4720	6876
2171	3256	4641
4293	6921	992
5277	2115	6334
1622	8691	6886
7401	4200	867
3122	1944	3765
4112	4878	6024
8378	6821	8127
1864	3830	6561
5776	3146	3057
1879	3899	7707
1246	2346	5831
2034	6636	6718
5560	4388	4194
6417	7988	746
8827	5646	4103
6396	5788	8020
1752	6441	4314
8416	6647	8095
8776	6192	4839
2823	1984	2859
1221	1192	8514
2242	2545	7614
1347	6658	1318
2006	8078	8142
8608	8430	7241
4467	4609	8932
8292	6341	1120
1614	1256	7759
4358	4667	4451
2531	2421	8699
2013	6133	1258
2388	6332	1495
1345	3053	3688
8185	984	3984
5277	7672	6880
6345	6504	7602
4664	2982	6528
7468	931	6825
832	3766	8297
5575	8636	6929
7376	8612	8692
4420	2391	4873
789	963	1386
795	5839	4660
7263	6230	3329
8853	5019	2149
8122	4946	6117
6732	6456	5137
8516	3486	3497
7704	1096	1872
7005	2224	8856
1531	8612	4824
3403	4022	1055
4889	2940	1010
3471	6869	7101
8623	8079	7183
8970	7454	5651
7893	1277	4601
3404	3470	2697
4991	1091	1909
7779	6232	7933
3130	3552	3843
5909	2651	6689
976	3717	4909
3461	6872	3946
2700	4718	1965
6647	8294	3365
8844	6999	7051
2809	5212	3873
1898	7381	3936
2546	4532	4546
8833	8462	4064
3892	7848	2944
1110	8193	6285
7208	5050	3124
3233	8857	6105
7706	1750	1725
7371	8378	894
1511	6352	5384
5670	3261	8878
4305	4060	3326
8095	2126	7690
1894	7302	2562
2675	2388	3422
1747	2622	3854
7854	7309	8207
5170	2867	3007
8736	3606	8563
2011	1157	997
6506	7855	4674
7933	2552	6784
8821	5550	8952
1060	8459	8629
7385	5718	7888
